parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
11,2016-12-15 09:30:00,2634,0.7,1,4,0,3883,26.14749943,91.72800489
7,2016-12-15 09:30:00,541,1.0,1,3,0,1322,26.14754886,91.72799519
3,2016-12-15 09:30:00,243,1.0,1,3,0,485,26.14004753,91.73097233
8,2016-12-15 09:30:00,979,0.7,0,3,0,2009,26.14747299,91.72804914
2,2016-12-15 09:30:00,438,1.0,0,2,0,687,20.0000347,78.00000286
6,2016-12-15 09:30:00,469,0.5,0,2,0,690,26.13795775,91.74099445
10,2016-12-15 09:30:00,244,1.0,1,3,0,387,26.14449459,91.73620513
4,2016-12-15 09:30:00,1084,1.0,0,3,0,1920,26.15050395,91.73353109
12,2016-12-15 09:30:00,956,0.7,0,3,0,2937,26.14749053,91.72799688
0,2016-12-15 09:30:00,63,0.5,0,2,0,577,26.14453614,91.73617216
1,2016-12-15 09:57:00,690,0.5,1,3,0,1200,26.14001386,91.73099967
11,2016-12-15 09:57:00,2857,0.5,0,4,0,3883,26.14749943,91.72800489
8,2016-12-15 09:57:00,1077,1.0,0,3,0,2009,26.14747299,91.72804914
2,2016-12-15 09:57:00,468,1.0,0,2,0,687,20.0000347,78.00000286
10,2016-12-15 09:57:00,275,1.0,0,2,0,387,26.14449459,91.73620513
5,2016-12-15 09:57:00,354,1.0,0,2,0,470,26.14901995,91.7395035
12,2016-12-15 09:57:00,1059,0.7,0,3,0,2937,26.14749053,91.72799688
4,2016-12-15 09:57:00,1171,1.0,0,3,0,1920,26.15050395,91.73353109
3,2016-12-15 09:57:00,265,1.0,0,2,0,485,26.14004753,91.73097233
13,2016-12-15 09:57:00,938,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-12-15 09:57:00,519,1.0,0,3,0,690,26.13795775,91.74099445
9,2016-12-15 09:57:00,480,1.0,0,2,0,2803,26.14754061,91.72797041
0,2016-12-15 09:57:00,100,0.7,0,2,0,577,26.14453614,91.73617216
7,2016-12-15 09:57:00,609,0.5,0,3,0,1322,26.14754886,91.72799519
9,2016-12-15 10:30:00,533,0.5,1,4,0,2803,26.14754061,91.72797041
7,2016-12-15 10:30:00,687,0.7,1,4,0,1322,26.14754886,91.72799519
4,2016-12-15 10:30:00,1366,1.0,1,5,0,1920,26.15050395,91.73353109
3,2016-12-15 10:30:00,277,1.0,1,4,0,485,26.14004753,91.73097233
6,2016-12-15 10:30:00,554,0.5,1,4,0,690,26.13795775,91.74099445
10,2016-12-15 10:30:00,316,0.7,1,4,0,387,26.14449459,91.73620513
0,2016-12-15 10:30:00,137,1.0,1,3,0,577,26.14453614,91.73617216
1,2016-12-15 10:30:00,750,1.0,1,5,0,1200,26.14001386,91.73099967
2,2016-12-15 10:30:00,520,1.0,1,4,0,687,20.0000347,78.00000286
13,2016-12-15 10:30:00,1014,1.5,1,5,0,3103,26.14749998,91.72797778
5,2016-12-15 10:30:00,384,1.0,1,4,0,470,26.14901995,91.7395035
11,2016-12-15 10:30:00,3168,1.5,1,6,0,3883,26.14749943,91.72800489
12,2016-12-15 10:30:00,1147,0.7,1,4,0,2937,26.14749053,91.72799688
8,2016-12-15 10:30:00,1207,1.0,2,7,0,2009,26.14747299,91.72804914
8,2016-12-15 11:03:00,1300,1.0,1,6,0,2009,26.14747299,91.72804914
2,2016-12-15 11:03:00,546,1.0,1,6,0,687,20.0000347,78.00000286
3,2016-12-15 11:03:00,284,0.7,1,5,0,485,26.14004753,91.73097233
10,2016-12-15 11:03:00,353,0.7,1,5,0,387,26.14449459,91.73620513
13,2016-12-15 11:03:00,1072,1.0,1,6,0,3103,26.14749998,91.72797778
6,2016-12-15 11:03:00,589,1.0,1,5,0,690,26.13795775,91.74099445
5,2016-12-15 11:03:00,410,0.7,1,6,0,470,26.14901995,91.7395035
11,2016-12-15 11:03:00,3278,1.0,2,10,0,3883,26.14749943,91.72800489
12,2016-12-15 11:03:00,1226,1.0,2,9,0,2937,26.14749053,91.72799688
4,2016-12-15 11:03:00,1423,1.0,1,7,0,1920,26.15050395,91.73353109
0,2016-12-15 11:03:00,169,0.5,1,5,0,577,26.14453614,91.73617216
9,2016-12-15 11:03:00,595,1.0,1,6,0,2803,26.14754061,91.72797041
7,2016-12-15 11:03:00,754,1.5,1,6,0,1322,26.14754886,91.72799519
1,2016-12-15 11:03:00,789,1.0,1,6,0,1200,26.14001386,91.73099967
3,2016-12-15 11:09:00,286,1.0,1,5,0,485,26.14004753,91.73097233
1,2016-12-15 11:09:00,791,1.5,1,5,0,1200,26.14001386,91.73099967
8,2016-12-15 11:26:00,1348,1.0,1,6,0,2009,26.14747299,91.72804914
10,2016-12-15 11:26:00,379,1.0,1,5,0,387,26.14449459,91.73620513
7,2016-12-15 11:26:00,796,1.0,1,5,0,1322,26.14754886,91.72799519
4,2016-12-15 11:26:00,1446,1.0,1,6,0,1920,26.15050395,91.73353109
0,2016-12-15 11:26:00,185,1.0,1,5,0,577,26.14453614,91.73617216
6,2016-12-15 11:26:00,600,1.0,1,6,0,690,26.13795775,91.74099445
9,2016-12-15 11:26:00,628,1.0,1,5,0,2803,26.14754061,91.72797041
2,2016-12-15 11:26:00,552,0.7,1,6,0,687,20.0000347,78.00000286
13,2016-12-15 11:26:00,1092,1.0,1,6,0,3103,26.14749998,91.72797778
5,2016-12-15 11:26:00,418,0.5,1,5,0,470,26.14901995,91.7395035
11,2016-12-15 11:26:00,3320,1.0,1,7,0,3883,26.14749943,91.72800489
12,2016-12-15 11:26:00,1270,0.7,1,6,0,2937,26.14749053,91.72799688
8,2016-12-15 12:00:00,1416,1.5,1,7,0,2009,26.14747299,91.72804914
2,2016-12-15 12:00:00,585,1.0,1,6,0,687,20.0000347,78.00000286
13,2016-12-15 12:00:00,1151,0.7,2,9,0,3103,26.14749998,91.72797778
0,2016-12-15 12:00:00,215,1.0,1,5,0,577,26.14453614,91.73617216
11,2016-12-15 12:00:00,3366,1.0,2,11,0,3883,26.14749943,91.72800489
3,2016-12-15 12:00:00,298,1.0,2,8,0,485,26.14004753,91.73097233
12,2016-12-15 12:00:00,1313,0.7,2,10,0,2937,26.14749053,91.72799688
1,2016-12-15 12:00:00,811,1.0,2,9,0,1200,26.14001386,91.73099967
6,2016-12-15 12:00:00,616,1.5,2,9,0,690,26.13795775,91.74099445
9,2016-12-15 12:00:00,667,1.0,1,6,0,2803,26.14754061,91.72797041
5,2016-12-15 12:00:00,430,1.0,2,8,0,470,26.14901995,91.7395035
4,2016-12-15 12:00:00,1476,1.0,1,7,0,1920,26.15050395,91.73353109
7,2016-12-15 12:00:00,831,0.7,2,9,0,1322,26.14754886,91.72799519
8,2016-12-15 12:26:00,1471,0.7,2,10,0,2009,26.14747299,91.72804914
4,2016-12-15 12:26:00,1495,1.0,2,10,0,1920,26.15050395,91.73353109
2,2016-12-15 12:26:00,609,1.0,2,8,0,687,20.0000347,78.00000286
13,2016-12-15 12:26:00,1183,0.5,2,10,0,3103,26.14749998,91.72797778
5,2016-12-15 12:26:00,432,1.0,2,8,0,470,26.14901995,91.7395035
0,2016-12-15 12:26:00,228,0.7,2,7,0,577,26.14453614,91.73617216
1,2016-12-15 12:26:00,827,0.7,2,9,0,1200,26.14001386,91.73099967
3,2016-12-15 12:26:00,305,0.7,2,7,0,485,26.14004753,91.73097233
11,2016-12-15 12:26:00,3361,1.0,2,11,0,3883,26.14749943,91.72800489
7,2016-12-15 12:26:00,862,1.5,2,9,0,1322,26.14754886,91.72799519
12,2016-12-15 12:26:00,1323,1.0,2,10,0,2937,26.14749053,91.72799688
6,2016-12-15 12:26:00,618,0.7,2,9,0,690,26.13795775,91.74099445
9,2016-12-15 12:26:00,669,0.7,2,9,0,2803,26.14754061,91.72797041
13,2016-12-15 13:00:00,1263,1.0,2,9,0,3103,26.14749998,91.72797778
6,2016-12-15 13:00:00,614,0.5,2,7,0,690,26.13795775,91.74099445
7,2016-12-15 13:00:00,890,1.0,2,8,0,1322,26.14754886,91.72799519
0,2016-12-15 13:00:00,219,1.0,2,6,0,577,26.14453614,91.73617216
4,2016-12-15 13:00:00,1509,0.5,2,8,0,1920,26.15050395,91.73353109
2,2016-12-15 13:00:00,661,1.0,2,8,0,687,20.0000347,78.00000286
3,2016-12-15 13:00:00,320,1.0,2,7,0,485,26.14004753,91.73097233
5,2016-12-15 13:00:00,427,0.7,2,7,0,470,26.14901995,91.7395035
1,2016-12-15 13:00:00,845,1.0,2,8,0,1200,26.14001386,91.73099967
11,2016-12-15 13:00:00,3392,1.0,2,10,0,3883,26.14749943,91.72800489
12,2016-12-15 13:00:00,1335,1.0,2,9,0,2937,26.14749053,91.72799688
9,2016-12-15 13:00:00,683,0.7,1,5,0,2803,26.14754061,91.72797041
8,2016-12-15 13:00:00,1551,1.5,2,9,0,2009,26.14747299,91.72804914
3,2016-12-15 13:26:00,330,1.0,2,7,0,485,26.14004753,91.73097233
2,2016-12-15 13:26:00,686,1.0,2,7,0,687,20.0000347,78.00000286
1,2016-12-15 13:26:00,842,1.0,1,5,0,1200,26.14001386,91.73099967
13,2016-12-15 13:26:00,1290,1.5,2,9,0,3103,26.14749998,91.72797778
8,2016-12-15 13:26:00,1594,1.0,2,9,0,2009,26.14747299,91.72804914
5,2016-12-15 13:26:00,434,1.0,2,7,0,470,26.14901995,91.7395035
6,2016-12-15 13:26:00,623,1.5,2,8,0,690,26.13795775,91.74099445
9,2016-12-15 13:26:00,676,0.7,2,8,0,2803,26.14754061,91.72797041
7,2016-12-15 13:26:00,908,1.0,2,8,0,1322,26.14754886,91.72799519
4,2016-12-15 13:26:00,1507,1.0,2,9,0,1920,26.15050395,91.73353109
12,2016-12-15 13:26:00,1355,0.7,2,9,0,2937,26.14749053,91.72799688
11,2016-12-15 13:26:00,3373,1.0,2,10,0,3883,26.14749943,91.72800489
0,2016-12-15 13:26:00,207,1.0,2,7,0,577,26.14453614,91.73617216
8,2016-12-15 14:00:00,1596,1.0,1,5,0,2009,26.14747299,91.72804914
13,2016-12-15 14:00:00,1293,0.7,1,5,0,3103,26.14749998,91.72797778
4,2016-12-15 14:00:00,1507,1.5,1,5,0,1920,26.15050395,91.73353109
6,2016-12-15 14:00:00,624,1.0,1,5,0,690,26.13795775,91.74099445
12,2016-12-15 14:00:00,1359,0.7,2,7,0,2937,26.14749053,91.72799688
2,2016-12-15 14:00:00,686,1.0,1,4,0,687,20.0000347,78.00000286
1,2016-12-15 14:00:00,846,1.0,1,4,0,1200,26.14001386,91.73099967
0,2016-12-15 14:00:00,203,1.0,1,3,0,577,26.14453614,91.73617216
5,2016-12-15 14:00:00,433,1.5,1,4,0,470,26.14901995,91.7395035
7,2016-12-15 14:00:00,910,1.0,1,5,0,1322,26.14754886,91.72799519
11,2016-12-15 14:00:00,3368,1.0,1,6,0,3883,26.14749943,91.72800489
3,2016-12-15 14:00:00,334,0.7,1,4,0,485,26.14004753,91.73097233
9,2016-12-15 14:00:00,676,0.5,1,4,0,2803,26.14754061,91.72797041
2,2016-12-15 14:26:00,678,1.5,1,4,0,687,20.0000347,78.00000286
5,2016-12-15 14:26:00,428,1.0,1,4,0,470,26.14901995,91.7395035
12,2016-12-15 14:26:00,1353,0.7,1,5,0,2937,26.14749053,91.72799688
1,2016-12-15 14:26:00,823,0.7,1,4,0,1200,26.14001386,91.73099967
11,2016-12-15 14:26:00,3299,1.0,1,5,0,3883,26.14749943,91.72800489
4,2016-12-15 14:26:00,1463,1.0,1,5,0,1920,26.15050395,91.73353109
6,2016-12-15 14:26:00,619,0.7,1,4,0,690,26.13795775,91.74099445
0,2016-12-15 14:26:00,183,0.7,1,4,0,577,26.14453614,91.73617216
9,2016-12-15 14:26:00,670,1.0,2,7,0,2803,26.14754061,91.72797041
8,2016-12-15 14:26:00,1580,0.7,1,5,0,2009,26.14747299,91.72804914
13,2016-12-15 14:26:00,1278,1.0,1,5,0,3103,26.14749998,91.72797778
7,2016-12-15 14:26:00,902,1.0,1,4,0,1322,26.14754886,91.72799519
3,2016-12-15 14:26:00,332,1.0,1,4,0,485,26.14004753,91.73097233
0,2016-12-15 15:00:00,164,0.7,1,3,0,577,26.14453614,91.73617216
2,2016-12-15 15:00:00,674,0.5,2,4,0,687,20.0000347,78.00000286
9,2016-12-15 15:00:00,665,1.0,2,5,0,2803,26.14754061,91.72797041
3,2016-12-15 15:00:00,326,1.0,1,2,0,485,26.14004753,91.73097233
1,2016-12-15 15:00:00,796,1.0,1,4,0,1200,26.14001386,91.73099967
11,2016-12-15 15:00:00,3213,1.0,1,4,0,3883,26.14749943,91.72800489
4,2016-12-15 15:00:00,1425,1.0,1,4,0,1920,26.15050395,91.73353109
7,2016-12-15 15:00:00,874,1.5,1,4,0,1322,26.14754886,91.72799519
5,2016-12-15 15:00:00,402,0.7,2,4,0,470,26.14901995,91.7395035
13,2016-12-15 15:00:00,1266,1.0,1,4,0,3103,26.14749998,91.72797778
12,2016-12-15 15:00:00,1312,1.0,2,5,0,2937,26.14749053,91.72799688
6,2016-12-15 15:00:00,587,1.0,1,4,0,690,26.13795775,91.74099445
8,2016-12-15 15:00:00,1548,1.0,1,4,0,2009,26.14747299,91.72804914
11,2016-12-15 15:26:00,3104,1.0,1,5,0,3883,26.14749943,91.72800489
7,2016-12-15 15:26:00,846,0.5,0,3,0,1322,26.14754886,91.72799519
3,2016-12-15 15:26:00,326,1.0,0,2,0,485,26.14004753,91.73097233
8,2016-12-15 15:26:00,1506,1.0,0,3,0,2009,26.14747299,91.72804914
5,2016-12-15 15:26:00,388,0.7,0,2,0,470,26.14901995,91.7395035
2,2016-12-15 15:26:00,660,1.0,0,2,0,687,20.0000347,78.00000286
1,2016-12-15 15:26:00,778,1.5,0,3,0,1200,26.14001386,91.73099967
9,2016-12-15 15:26:00,660,0.7,1,3,0,2803,26.14754061,91.72797041
4,2016-12-15 15:26:00,1395,1.0,0,3,0,1920,26.15050395,91.73353109
6,2016-12-15 15:26:00,573,1.0,0,3,0,690,26.13795775,91.74099445
13,2016-12-15 15:26:00,1255,0.7,0,3,0,3103,26.14749998,91.72797778
12,2016-12-15 15:26:00,1290,1.0,1,4,0,2937,26.14749053,91.72799688
0,2016-12-15 15:26:00,148,0.7,0,2,0,577,26.14453614,91.73617216
1,2016-12-15 16:03:00,710,1.0,0,2,0,1200,26.14001386,91.73099967
3,2016-12-15 16:03:00,320,1.5,0,2,0,485,26.14004753,91.73097233
6,2016-12-15 16:03:00,546,0.7,0,3,0,690,26.13795775,91.74099445
11,2016-12-15 16:03:00,2884,1.0,0,3,0,3883,26.14749943,91.72800489
12,2016-12-15 16:03:00,1244,1.0,0,2,0,2937,26.14749053,91.72799688
10,2016-12-15 16:03:00,378,0.7,0,1,0,387,26.14449459,91.73620513
8,2016-12-15 16:03:00,1458,1.0,0,2,0,2009,26.14747299,91.72804914
0,2016-12-15 16:03:00,140,1.0,0,2,0,577,26.14453614,91.73617216
7,2016-12-15 16:03:00,813,0.7,1,3,0,1322,26.14754886,91.72799519
5,2016-12-15 16:03:00,366,1.0,1,2,0,470,26.14901995,91.7395035
13,2016-12-15 16:03:00,1253,1.0,0,2,0,3103,26.14749998,91.72797778
2,2016-12-15 16:03:00,645,1.0,0,2,0,687,20.0000347,78.00000286
4,2016-12-15 16:03:00,1274,0.7,1,3,0,1920,26.15050395,91.73353109
9,2016-12-15 16:03:00,666,1.0,0,2,0,2803,26.14754061,91.72797041
12,2016-12-15 16:30:00,1182,1.0,0,2,0,2937,26.14749053,91.72799688
8,2016-12-15 16:30:00,1399,1.0,0,2,0,2009,26.14747299,91.72804914
0,2016-12-15 16:30:00,130,0.7,0,2,0,577,26.14453614,91.73617216
13,2016-12-15 16:30:00,1223,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-12-15 16:30:00,504,0.7,0,2,0,690,26.13795775,91.74099445
9,2016-12-15 16:30:00,663,0.7,0,2,0,2803,26.14754061,91.72797041
1,2016-12-15 16:30:00,663,1.0,0,2,0,1200,26.14001386,91.73099967
4,2016-12-15 16:30:00,1166,1.5,0,2,0,1920,26.15050395,91.73353109
3,2016-12-15 16:30:00,315,1.0,0,1,0,485,26.14004753,91.73097233
7,2016-12-15 16:30:00,791,1.5,0,2,0,1322,26.14754886,91.72799519
10,2016-12-15 16:30:00,363,0.7,0,1,0,387,26.14449459,91.73620513
2,2016-12-15 16:30:00,608,1.5,0,3,0,687,20.0000347,78.00000286
11,2016-12-15 16:30:00,2642,1.0,0,3,0,3883,26.14749943,91.72800489
5,2016-12-15 16:30:00,343,0.7,0,2,0,470,26.14901995,91.7395035
7,2016-12-16 07:59:00,463,1.0,0,2,0,1322,26.14754886,91.72799519
9,2016-12-16 07:59:00,218,1.0,0,2,0,2803,26.14754061,91.72797041
12,2016-12-16 07:59:00,625,1.0,0,2,0,2937,26.14749053,91.72799688
3,2016-12-16 07:59:00,259,0.7,0,1,0,485,26.14004753,91.73097233
11,2016-12-16 07:59:00,1366,1.0,0,2,0,3883,26.14749943,91.72800489
8,2016-12-16 07:59:00,785,0.7,0,2,0,2009,26.14747299,91.72804914
0,2016-12-16 07:59:00,11,1.0,0,1,0,577,26.14453614,91.73617216
4,2016-12-16 07:59:00,580,0.5,0,2,0,1920,26.15050395,91.73353109
13,2016-12-16 07:59:00,629,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-12-16 07:59:00,196,1.5,0,2,0,690,26.13795775,91.74099445
10,2016-12-16 07:59:00,170,1.5,0,2,0,387,26.14449459,91.73620513
1,2016-12-16 07:59:00,237,1.0,0,2,0,1200,26.14001386,91.73099967
5,2016-12-16 07:59:00,138,1.0,0,1,0,470,26.14901995,91.7395035
2,2016-12-16 07:59:00,322,0.7,0,1,0,687,20.0000347,78.00000286
2,2016-12-16 08:30:00,350,1.0,0,1,0,687,20.0000347,78.00000286
3,2016-12-16 08:30:00,277,0.7,0,2,0,485,26.14004753,91.73097233
1,2016-12-16 08:30:00,351,0.7,0,2,0,1200,26.14001386,91.73099967
10,2016-12-16 08:30:00,193,0.7,0,2,0,387,26.14449459,91.73620513
4,2016-12-16 08:30:00,768,0.5,0,2,0,1920,26.15050395,91.73353109
11,2016-12-16 08:30:00,1788,1.0,0,2,0,3883,26.14749943,91.72800489
7,2016-12-16 08:30:00,509,1.0,0,1,0,1322,26.14754886,91.72799519
0,2016-12-16 08:30:00,19,1.5,0,1,0,577,26.14453614,91.73617216
5,2016-12-16 08:30:00,200,1.0,0,1,0,470,26.14901995,91.7395035
6,2016-12-16 08:30:00,280,1.0,0,2,0,690,26.13795775,91.74099445
13,2016-12-16 08:30:00,700,1.0,0,2,0,3103,26.14749998,91.72797778
12,2016-12-16 08:30:00,750,0.7,0,2,0,2937,26.14749053,91.72799688
9,2016-12-16 08:30:00,266,1.0,0,2,0,2803,26.14754061,91.72797041
8,2016-12-16 08:30:00,859,0.5,0,2,0,2009,26.14747299,91.72804914
10,2016-12-16 09:03:00,217,1.0,0,2,0,387,26.14449459,91.73620513
6,2016-12-16 09:03:00,385,0.7,0,2,0,690,26.13795775,91.74099445
0,2016-12-16 09:03:00,35,1.0,0,1,0,577,26.14453614,91.73617216
12,2016-12-16 09:03:00,886,1.0,0,2,0,2937,26.14749053,91.72799688
9,2016-12-16 09:03:00,316,1.0,1,2,0,2803,26.14754061,91.72797041
1,2016-12-16 09:03:00,450,0.7,0,2,0,1200,26.14001386,91.73099967
3,2016-12-16 09:03:00,284,1.0,0,2,0,485,26.14004753,91.73097233
13,2016-12-16 09:03:00,770,0.5,0,3,0,3103,26.14749998,91.72797778
11,2016-12-16 09:03:00,2177,1.0,0,3,0,3883,26.14749943,91.72800489
7,2016-12-16 09:03:00,547,0.7,0,2,0,1322,26.14754886,91.72799519
2,2016-12-16 09:03:00,387,0.5,0,2,0,687,20.0000347,78.00000286
8,2016-12-16 09:03:00,934,1.0,0,3,0,2009,26.14747299,91.72804914
5,2016-12-16 09:03:00,257,1.0,0,2,0,470,26.14901995,91.7395035
4,2016-12-16 09:03:00,929,1.0,0,3,0,1920,26.15050395,91.73353109
12,2016-12-16 09:30:00,965,0.7,0,2,0,2937,26.14749053,91.72799688
2,2016-12-16 09:30:00,422,1.0,0,2,0,687,20.0000347,78.00000286
13,2016-12-16 09:30:00,824,1.0,0,3,0,3103,26.14749998,91.72797778
5,2016-12-16 09:30:00,285,1.0,0,3,0,470,26.14901995,91.7395035
6,2016-12-16 09:30:00,421,1.5,0,3,0,690,26.13795775,91.74099445
4,2016-12-16 09:30:00,1052,1.0,0,3,0,1920,26.15050395,91.73353109
7,2016-12-16 09:30:00,603,0.5,0,2,0,1322,26.14754886,91.72799519
0,2016-12-16 09:30:00,68,1.0,0,1,0,577,26.14453614,91.73617216
11,2016-12-16 09:30:00,2473,0.5,0,4,0,3883,26.14749943,91.72800489
10,2016-12-16 09:30:00,252,1.0,0,2,0,387,26.14449459,91.73620513
8,2016-12-16 09:30:00,1025,0.7,0,3,0,2009,26.14747299,91.72804914
3,2016-12-16 09:30:00,292,1.0,0,2,0,485,26.14004753,91.73097233
1,2016-12-16 09:30:00,539,1.0,0,2,0,1200,26.14001386,91.73099967
9,2016-12-16 09:30:00,362,0.7,0,2,0,2803,26.14754061,91.72797041
5,2016-12-16 10:03:00,311,1.0,0,3,0,470,26.14901995,91.7395035
6,2016-12-16 10:03:00,455,1.0,0,4,0,690,26.13795775,91.74099445
1,2016-12-16 10:03:00,638,1.0,0,4,0,1200,26.14001386,91.73099967
2,2016-12-16 10:03:00,459,1.0,0,3,0,687,20.0000347,78.00000286
0,2016-12-16 10:03:00,104,1.0,1,3,0,577,26.14453614,91.73617216
7,2016-12-16 10:03:00,652,0.7,0,3,0,1322,26.14754886,91.72799519
13,2016-12-16 10:03:00,864,1.5,1,5,0,3103,26.14749998,91.72797778
8,2016-12-16 10:03:00,1111,0.5,1,5,0,2009,26.14747299,91.72804914
4,2016-12-16 10:03:00,1176,1.0,0,4,0,1920,26.15050395,91.73353109
11,2016-12-16 10:03:00,2736,1.0,1,5,0,3883,26.14749943,91.72800489
9,2016-12-16 10:03:00,410,1.0,0,3,0,2803,26.14754061,91.72797041
3,2016-12-16 10:03:00,288,1.0,0,3,0,485,26.14004753,91.73097233
10,2016-12-16 10:03:00,293,1.0,0,2,0,387,26.14449459,91.73620513
12,2016-12-16 10:03:00,1036,1.0,0,3,0,2937,26.14749053,91.72799688
9,2016-12-16 10:29:00,455,1.0,0,3,0,2803,26.14754061,91.72797041
5,2016-12-16 10:29:00,321,1.0,0,3,0,470,26.14901995,91.7395035
3,2016-12-16 10:29:00,281,1.0,0,3,0,485,26.14004753,91.73097233
10,2016-12-16 10:29:00,327,1.5,0,3,0,387,26.14449459,91.73620513
12,2016-12-16 10:29:00,1080,1.0,0,4,0,2937,26.14749053,91.72799688
11,2016-12-16 10:29:00,2845,1.0,0,5,0,3883,26.14749943,91.72800489
4,2016-12-16 10:29:00,1244,1.5,0,4,0,1920,26.15050395,91.73353109
0,2016-12-16 10:29:00,130,0.7,1,3,0,577,26.14453614,91.73617216
7,2016-12-16 10:29:00,699,0.7,0,3,0,1322,26.14754886,91.72799519
1,2016-12-16 10:29:00,684,1.0,0,4,0,1200,26.14001386,91.73099967
8,2016-12-16 10:29:00,1174,1.0,1,4,0,2009,26.14747299,91.72804914
6,2016-12-16 10:29:00,472,1.0,0,3,0,690,26.13795775,91.74099445
2,2016-12-16 10:29:00,475,1.0,0,3,0,687,20.0000347,78.00000286
13,2016-12-16 10:29:00,884,0.7,0,3,0,3103,26.14749998,91.72797778
9,2016-12-16 11:03:00,484,1.0,1,5,0,2803,26.14754061,91.72797041
5,2016-12-16 11:03:00,343,0.7,2,7,0,470,26.14901995,91.7395035
6,2016-12-16 11:03:00,499,0.5,1,5,0,690,26.13795775,91.74099445
0,2016-12-16 11:03:00,153,1.0,1,4,0,577,26.14453614,91.73617216
10,2016-12-16 11:03:00,348,1.0,1,5,0,387,26.14449459,91.73620513
3,2016-12-16 11:03:00,275,1.0,1,5,0,485,26.14004753,91.73097233
4,2016-12-16 11:03:00,1301,0.7,1,6,0,1920,26.15050395,91.73353109
11,2016-12-16 11:03:00,2926,1.0,2,9,0,3883,26.14749943,91.72800489
12,2016-12-16 11:03:00,1122,1.0,2,8,0,2937,26.14749053,91.72799688
13,2016-12-16 11:03:00,913,1.5,1,6,0,3103,26.14749998,91.72797778
1,2016-12-16 11:03:00,727,0.5,1,5,0,1200,26.14001386,91.73099967
8,2016-12-16 11:03:00,1238,0.7,1,6,0,2009,26.14747299,91.72804914
2,2016-12-16 11:03:00,502,1.0,1,5,0,687,20.0000347,78.00000286
7,2016-12-16 11:03:00,736,1.0,1,5,0,1322,26.14754886,91.72799519
7,2016-12-16 11:30:00,755,1.0,1,6,0,1322,26.14754886,91.72799519
6,2016-12-16 11:30:00,509,1.0,1,6,0,690,26.13795775,91.74099445
2,2016-12-16 11:30:00,500,1.0,1,5,0,687,20.0000347,78.00000286
13,2016-12-16 11:30:00,904,0.7,1,6,0,3103,26.14749998,91.72797778
12,2016-12-16 11:30:00,1148,1.0,1,6,0,2937,26.14749053,91.72799688
9,2016-12-16 11:30:00,505,0.5,2,7,0,2803,26.14754061,91.72797041
3,2016-12-16 11:30:00,269,1.0,1,5,0,485,26.14004753,91.73097233
5,2016-12-16 11:30:00,351,0.5,1,5,0,470,26.14901995,91.7395035
0,2016-12-16 11:30:00,166,1.0,1,4,0,577,26.14453614,91.73617216
8,2016-12-16 11:30:00,1255,0.5,1,6,0,2009,26.14747299,91.72804914
1,2016-12-16 11:30:00,753,1.0,1,6,0,1200,26.14001386,91.73099967
10,2016-12-16 11:30:00,370,1.0,1,5,0,387,26.14449459,91.73620513
11,2016-12-16 11:30:00,2955,1.0,1,7,0,3883,26.14749943,91.72800489
4,2016-12-16 11:30:00,1325,1.0,1,6,0,1920,26.15050395,91.73353109
8,2016-12-16 11:56:00,1290,0.5,1,6,0,2009,26.14747299,91.72804914
9,2016-12-16 11:56:00,531,1.5,1,6,0,2803,26.14754061,91.72797041
13,2016-12-16 11:56:00,918,0.7,1,5,0,3103,26.14749998,91.72797778
11,2016-12-16 11:56:00,2969,0.5,1,7,0,3883,26.14749943,91.72800489
0,2016-12-16 11:56:00,176,1.0,1,4,0,577,26.14453614,91.73617216
3,2016-12-16 11:56:00,261,0.5,2,7,0,485,26.14004753,91.73097233
4,2016-12-16 11:56:00,1339,1.0,1,6,0,1920,26.15050395,91.73353109
6,2016-12-16 11:56:00,517,0.5,1,5,0,690,26.13795775,91.74099445
1,2016-12-16 11:56:00,758,0.7,1,6,0,1200,26.14001386,91.73099967
2,2016-12-16 11:56:00,514,1.0,1,6,0,687,20.0000347,78.00000286
12,2016-12-16 11:56:00,1166,0.7,1,7,0,2937,26.14749053,91.72799688
7,2016-12-16 11:56:00,776,0.5,1,5,0,1322,26.14754886,91.72799519
5,2016-12-16 11:56:00,361,0.7,1,5,0,470,26.14901995,91.7395035
13,2016-12-16 12:30:00,915,1.0,2,9,0,3103,26.14749998,91.72797778
8,2016-12-16 12:30:00,1306,1.0,2,9,0,2009,26.14747299,91.72804914
9,2016-12-16 12:30:00,545,1.0,2,9,0,2803,26.14754061,91.72797041
5,2016-12-16 12:30:00,357,1.0,2,7,0,470,26.14901995,91.7395035
0,2016-12-16 12:30:00,179,1.0,2,6,0,577,26.14453614,91.73617216
3,2016-12-16 12:30:00,258,1.0,1,5,0,485,26.14004753,91.73097233
7,2016-12-16 12:30:00,792,1.0,2,9,0,1322,26.14754886,91.72799519
12,2016-12-16 12:30:00,1172,1.0,2,9,0,2937,26.14749053,91.72799688
1,2016-12-16 12:30:00,776,0.7,2,9,0,1200,26.14001386,91.73099967
